delta,file_name
0.0027840137481689453,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026450157165527344,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002895832061767578,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0043561458587646484,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0033109188079833984,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.003103017807006836,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.004055023193359375,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0033769607543945312,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0025238990783691406,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028769969940185547,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.003833770751953125,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002505064010620117,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028100013732910156,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0034329891204833984,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0024437904357910156,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002560138702392578,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0032501220703125,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002629995346069336,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028390884399414062,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002373933792114258,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.003980159759521484,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0037140846252441406,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0023908615112304688,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.003144979476928711,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028519630432128906,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002941131591796875,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0032291412353515625,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0024979114532470703,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026159286499023438,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026090145111083984,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0023970603942871094,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0034999847412109375,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026819705963134766,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002516031265258789,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.003034830093383789,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0025949478149414062,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002794981002807617,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.005641937255859375,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026400089263916016,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002390146255493164,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0042459964752197266,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0033528804779052734,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.003571033477783203,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028028488159179688,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002546072006225586,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002407073974609375,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002805948257446289,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0023949146270751953,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.003911018371582031,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002505064010620117,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.004095792770385742,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028820037841796875,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0029070377349853516,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002588987350463867,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028171539306640625,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.003268003463745117,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002557992935180664,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026111602783203125,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002788066864013672,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002746105194091797,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0024709701538085938,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0024261474609375,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0036749839782714844,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026237964630126953,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0024881362915039062,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002508878707885742,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002647876739501953,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0024390220642089844,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0024929046630859375,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0038399696350097656,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0027971267700195312,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.004318952560424805,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0025320053100585938,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026099681854248047,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.010960102081298828,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028159618377685547,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002588033676147461,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002451181411743164,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002965211868286133,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0035190582275390625,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.003283977508544922,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026941299438476562,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002502918243408203,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0025119781494140625,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002454042434692383,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0036749839782714844,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002496957778930664,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002532958984375,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0025920867919921875,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002529144287109375,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026760101318359375,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0025839805603027344,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0026950836181640625,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.00463104248046875,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0024640560150146484,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0024280548095703125,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002708911895751953,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.005805015563964844,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028290748596191406,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028510093688964844,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0025310516357421875,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0025370121002197266,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002732992172241211,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0025339126586914062,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.006386995315551758,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0028641223907470703,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.002412080764770508,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0031900405883789062,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0027968883514404297,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
0.0024597644805908203,../pcap/1m_sni_censorship_guangzhou-1_ts_0_2023-12-18_20-00-01.csv.1.pcap
