sni,delta,payload,ttl,ip_flags
cheatarmy.com,0.002502,01020304050607080900,58,
teenhdporn.tv,0.002679,01020304050607080900,58,
brainstimjrnl.com,0.002446,01020304050607080900,58,
pornpop.com,0.002449,01020304050607080900,58,
itigerup.com,0.002877,01020304050607080900,58,
444vip.com,0.002865,01020304050607080900,58,
web-literatura.ru,0.00245,01020304050607080900,58,
585658.com,0.002826,01020304050607080900,58,
31bz.net,0.002505,01020304050607080900,58,
fxshu.org,0.002574,01020304050607080900,58,
hdpornplay.com,0.002707,01020304050607080900,58,
lastxxxmovies.com,0.002524,01020304050607080900,58,
osharetenki.jp,0.002482,01020304050607080900,58,
fulijianghu.com,0.002628,01020304050607080900,58,
globalinvestorgroup.com,0.00473,01020304050607080900,58,
donnenude.biz,0.002563,01020304050607080900,58,
lyyite.com,0.002621,01020304050607080900,58,
ydzy8.cc,0.002474,01020304050607080900,58,
58betm.com,0.002521,01020304050607080900,58,
c2023l.xyz,0.002717,01020304050607080900,58,
haoman.org,0.00254,01020304050607080900,58,
imgccc.com,0.002544,01020304050607080900,58,
496688c.com,0.002592,01020304050607080900,58,
952323b.com,0.002468,01020304050607080900,58,
biditlocal.com,0.002501,01020304050607080900,58,
34007aa.com,0.002448,01020304050607080900,58,
46115b.com,0.002612,01020304050607080900,58,
568win.com,0.002521,01020304050607080900,58,
7du.live,0.003187,01020304050607080900,58,
bdy5.co,0.002437,01020304050607080900,58,
biquge34.com,0.002508,01020304050607080900,58,
jquerycdns.com,0.002871,01020304050607080900,58,
u-komi.com,0.002398,01020304050607080900,58,
zeb668.com,0.0027,01020304050607080900,58,
thebroadcastbridge.com,0.002482,01020304050607080900,58,
55mth.com,0.002566,01020304050607080900,58,
slots4play.com,0.002681,01020304050607080900,58,
adult-plus.com,0.002519,01020304050607080900,58,
bakery.org.tw,0.002903,01020304050607080900,58,
tcc.gov.tw,0.004581,01020304050607080900,58,
9damaogames.net,0.002678,01020304050607080900,58,
sursazilei.ro,0.002538,01020304050607080900,58,
indianxxxvideos.icu,0.002647,01020304050607080900,58,
javunsensored.com,0.00255,01020304050607080900,58,
lux.co.jp,0.002794,01020304050607080900,58,
hmangamatome.net,0.002539,01020304050607080900,58,
soku-apo.jp,0.004157,01020304050607080900,58,
pornomovies.cc,0.002691,01020304050607080900,58,
xxxclips.icu,0.002693,01020304050607080900,58,
58bet.bet,0.00258,01020304050607080900,58,
umiwx.info,0.004963,01020304050607080900,58,
mocataipei.org.tw,0.002415,01020304050607080900,58,
livepornvideos.cc,0.002511,01020304050607080900,58,
xnxxpornvideos.cc,0.003178,01020304050607080900,58,
pornonline.icu,0.002544,01020304050607080900,58,
sexmovies.icu,0.002946,01020304050607080900,58,
xxxpornvideos.in,0.002777,01020304050607080900,58,
xxxpornfree.icu,0.004053,01020304050607080900,58,
dotnetmaniac.com,0.002616,01020304050607080900,58,
sasayama.jp,0.002663,01020304050607080900,58,
ubox.io,0.00265,01020304050607080900,58,
pornoreife.com,0.002484,01020304050607080900,58,
kpodj.com,0.002826,01020304050607080900,58,
26ks.org,0.002678,01020304050607080900,58,
videos.zone,0.002393,01020304050607080900,58,
databecome.com,0.002733,01020304050607080900,58,
xxxmoviehub.com,0.002411,01020304050607080900,58,
113005.com,0.002686,01020304050607080900,58,
ala.co.uk,0.002586,01020304050607080900,58,
erotichd.net,0.002939,01020304050607080900,58,
morevisits.info,0.002669,01020304050607080900,58,
mmnn999.com,0.002783,01020304050607080900,58,
kiehls.de,0.00247,01020304050607080900,58,
ncfta.gov.tw,0.002568,01020304050607080900,58,
shemaletube.site,0.003003,01020304050607080900,58,
linksysextendersetupp.com,0.003235,01020304050607080900,58,
wordsonline.ru,0.002493,01020304050607080900,58,
bluechip9.com,0.002713,01020304050607080900,58,
770427.com,0.002653,01020304050607080900,58,
ssrbox.com,0.002638,01020304050607080900,58,
sh48.cc,0.002569,01020304050607080900,58,
uploadboy.me,0.002479,01020304050607080900,58,
yrimg3.com,0.002598,01020304050607080900,58,
pentacom.jp,0.002824,01020304050607080900,58,
nyny.co.jp,0.003116,01020304050607080900,58,
pornpics.hair,0.002656,01020304050607080900,58,
zenra-chikan.com,0.002386,01020304050607080900,58,
oishow.com,0.002464,01020304050607080900,58,
rs-taichi.com,0.002413,01020304050607080900,58,
wpacademy1.com,0.003243,01020304050607080900,58,
bigtits.one,0.002822,01020304050607080900,58,
younganalpics.com,0.002625,01020304050607080900,58,
fuxhub.com,0.002565,01020304050607080900,58,
stroikms.ru,0.002652,01020304050607080900,58,
joykazino7772.ru,0.002572,01020304050607080900,58,
worldasianp.com,0.002516,01020304050607080900,58,
reversible.com,0.002474,01020304050607080900,58,
hhbet888.com,0.003801,01020304050607080900,58,
syfeeling.com,0.002446,01020304050607080900,58,
erogazounosuke.com,0.002361,01020304050607080900,58,
zhangsanmfycdn.com,0.002539,01020304050607080900,58,
datasheetbank.com,0.002574,01020304050607080900,58,
asianptv.com,0.002646,01020304050607080900,58,
eastcoast-nsa.gov.tw,0.002753,01020304050607080900,58,
herfamily.ie,0.002639,01020304050607080900,58,
yepme.ru,0.003063,01020304050607080900,58,
asianbeautytube.com,0.003572,01020304050607080900,58,
kimirano.jp,0.002591,01020304050607080900,58,
lb-yz.com,0.003873,01020304050607080900,58,
tubemaximum.com,0.002447,01020304050607080900,58,
asianpclips.com,0.002426,01020304050607080900,58,
frontiergroup.org,0.002465,01020304050607080900,58,
israel-mfa.gov.il,0.002547,01020304050607080900,58,
hghhh.com,0.002465,01020304050607080900,58,
wonwat.com,0.002501,01020304050607080900,58,
smartpros.com,0.002736,01020304050607080900,58,
qianyege.com,0.002473,01020304050607080900,58,
0003444.com,0.002922,01020304050607080900,58,
strongconnectivity.com,0.002838,01020304050607080900,58,
genesisfitness.com.au,0.0025,01020304050607080900,58,
23dd.cc,0.002751,01020304050607080900,58,
neutronized.com,0.002511,01020304050607080900,58,
77500001.com,0.002617,01020304050607080900,58,
968787c.com,0.00244,01020304050607080900,58,
ballvicshop.com,0.002526,01020304050607080900,58,
persona5.jp,0.002573,01020304050607080900,58,
klium.com,0.002556,01020304050607080900,58,
ddysys.com,0.002451,01020304050607080900,58,
satiq.net,0.002485,01020304050607080900,58,
hi-tr.com,0.003949,01020304050607080900,58,
bondroberts.com,0.004746,01020304050607080900,58,
xxxpornvideoclips.com,0.004606,01020304050607080900,58,
mattpar.com,0.002818,01020304050607080900,58,
9itan.com,0.002364,01020304050607080900,58,
pleiades.io,0.00254,01020304050607080900,58,
nanbeimfycdn.com,0.003908,01020304050607080900,58,
paap.org.tw,0.00242,01020304050607080900,58,
qweq-zxc-qqe.com,0.004048,01020304050607080900,58,
uwbookstore.com,0.002544,01020304050607080900,58,
istores.co.il,0.002431,01020304050607080900,58,
namebbbzy.xyz,0.003276,01020304050607080900,58,
48lover.com,0.002779,01020304050607080900,58,
143porn.com,0.002687,01020304050607080900,58,
91pjav.com,0.002485,01020304050607080900,58,
9y01.xyz,0.002522,01020304050607080900,58,
coppertopfirearms.com,0.003335,01020304050607080900,58,
msp.com.au,0.002492,01020304050607080900,58,
chinaporn.me,0.002454,01020304050607080900,58,
yourirvine.org,0.002592,01020304050607080900,58,
jobsaslkdjlxkaijoklabcasd.com,0.002635,01020304050607080900,58,
alghanim.com,0.002556,01020304050607080900,58,
forumsexxx.com,0.002773,01020304050607080900,58,
dangcapdf.com,0.002787,01020304050607080900,58,
spotify.dev,0.002804,01020304050607080900,58,
osseo.org,0.002949,01020304050607080900,58,
xuehuaweb.xyz,0.002714,01020304050607080900,58,
kwin98.net,0.003005,01020304050607080900,58,
saveelephant.org,0.002642,01020304050607080900,58,
bet55.com,0.002671,01020304050607080900,58,
exam.gov.tw,0.002542,01020304050607080900,58,
feds.lol,0.002537,01020304050607080900,58,
thegreenjournal.com,0.002689,01020304050607080900,58,
jav-fetish.site,0.002718,01020304050607080900,58,
sugumiru18.com,0.002745,01020304050607080900,58,
iedb.org,0.002546,01020304050607080900,58,
2u2u2u.co,0.002663,01020304050607080900,58,
e-r-o-anime.xyz,0.002739,01020304050607080900,58,
letsplayindex.com,0.002636,01020304050607080900,58,
bongacams8.com,0.00242,01020304050607080900,58,
kailaasa.org,0.003079,01020304050607080900,58,
991633.com,0.002423,01020304050607080900,58,
wiltshire.police.uk,0.00241,01020304050607080900,58,
twatis.com,0.00274,01020304050607080900,58,
teenssexvideo.net,0.002471,01020304050607080900,58,
damixs.biz,0.002402,01020304050607080900,58,
cotaiticketing.com,0.002415,01020304050607080900,58,
sandsresortsmacao.com,0.002647,01020304050607080900,58,
belleayre.com,0.00289,01020304050607080900,58,
hyonsoo.cn,0.002556,01020304050607080900,58,
backtothebooknutrition.com,0.002576,01020304050607080900,58,
australia.org.tw,0.002516,01020304050607080900,58,
pidc.org.tw,0.002383,01020304050607080900,58,
tpp.org.tw,0.002626,01020304050607080900,58,
thefitpeach.com,0.00269,01020304050607080900,58,
bus.gov.il,0.002608,01020304050607080900,58,
2244039.com,0.002482,01020304050607080900,58,
hchcc.gov.tw,0.002571,01020304050607080900,58,
softicus.com,0.005038,01020304050607080900,58,
textiles.org.tw,0.002379,01020304050607080900,58,
gokinogo.top,0.002872,01020304050607080900,58,
boxenterprise.net,0.003698,01020304050607080900,58,
xiaoyazhou.com,0.002499,01020304050607080900,58,
ocosplay.com,0.002608,01020304050607080900,58,
tousatu-club.com,0.002904,01020304050607080900,58,
italarizege.xyz,0.002552,01020304050607080900,58,
zztt09.com,0.002558,01020304050607080900,58,
kerastase.com.au,0.002538,01020304050607080900,58,
tucao.cam,0.002461,01020304050607080900,58,
voiux.com,0.002549,01020304050607080900,58,
yunlaopo.com,0.002376,01020304050607080900,58,
yoruasobi.com,0.002448,01020304050607080900,58,
london-tantric.com,0.00285,01020304050607080900,58,
torrentcity.pl,0.00262,01020304050607080900,58,
24coinbet.net,0.002626,01020304050607080900,58,
gayxnxx.cc,0.002557,01020304050607080900,58,
tsn.org.tw,0.003167,01020304050607080900,58,
videosxxxespanol.com,0.0025,01020304050607080900,58,
rewardsgiant-au.com,0.003069,01020304050607080900,58,
zztt75.com,0.004622,01020304050607080900,58,
cf-anime.com,0.00254,01020304050607080900,58,
equipoutdoors.co.nz,0.002432,01020304050607080900,58,
rack8.com,0.002758,01020304050607080900,58,
gositebuilder.com,0.002588,01020304050607080900,58,
centurion-hotel.com,0.002633,01020304050607080900,58,
moekyun.co,0.002563,01020304050607080900,58,
fnyxpk.com,0.003883,01020304050607080900,58,
shiyinbank.com,0.003362,01020304050607080900,58,
molsa.gov.il,0.002706,01020304050607080900,58,
airstreamclassifieds.com,0.002493,01020304050607080900,58,
bukkake.vip,0.002502,01020304050607080900,58,
pcr9170.com,0.002713,01020304050607080900,58,
ngosource.org,0.00289,01020304050607080900,58,
sharering.network,0.002369,01020304050607080900,58,
children.org.tw,0.002699,01020304050607080900,58,
sdpipe.org,0.002599,01020304050607080900,58,
dongguan-gifts.com,0.002526,01020304050607080900,58,
viva-la-vita.org,0.003232,01020304050607080900,58,
tusi.art,0.002618,01020304050607080900,58,
vevosongs.com,0.002603,01020304050607080900,58,
aaread.club,0.003223,01020304050607080900,58,
amznona.com,0.002424,01020304050607080900,58,
bdy1.co,0.00245,01020304050607080900,58,
bjvip99.com,0.002817,01020304050607080900,58,
boboporn.com,0.003228,01020304050607080900,58,
erommd-door.com,0.002968,01020304050607080900,58,
girlgirlgo.org,0.002411,01020304050607080900,58,
laowangso.top,0.002551,01020304050607080900,58,
rarbgto.org,0.002756,01020304050607080900,58,
2yt.info,0.002463,01020304050607080900,58,
onlinejase.com,0.004818,01020304050607080900,58,
rebohu.com,0.002549,01020304050607080900,58,
hudsonshoes.com,0.002583,01020304050607080900,58,
langlangxs1.com,0.002604,01020304050607080900,58,
nike-mercurial.org,0.002654,01020304050607080900,58,
zztt81.com,0.002825,01020304050607080900,58,
classbento.com,0.002602,01020304050607080900,58,
surveysshop.com,0.002727,01020304050607080900,58,
connecsn.com,0.002622,01020304050607080900,58,
colakcivi.com,0.002491,01020304050607080900,58,
domknig.net,0.002554,01020304050607080900,58,
ateliercologne.com,0.002766,01020304050607080900,58,
bigtits.photo,0.002586,01020304050607080900,58,
fbs6668.com,0.00451,01020304050607080900,58,
rank.com,0.002583,01020304050607080900,58,
fw-91mh-912023.xyz,0.002751,01020304050607080900,58,
hlj21.co,0.003999,01020304050607080900,58,
cheerup.jp,0.002934,01020304050607080900,58,
ajodo.org,0.002627,01020304050607080900,58,
daynight.jp,0.002851,01020304050607080900,58,
hearthnhome.com,0.002411,01020304050607080900,58,
ccgg.tech,0.002764,01020304050607080900,58,
firsttimeporn.website,0.002603,01020304050607080900,58,
maps-streetview.com,0.002635,01020304050607080900,58,
bet365.net,0.002568,01020304050607080900,58,
puiching.edu.mo,0.002698,01020304050607080900,58,
live173.com,0.002741,01020304050607080900,58,
kaleanders.com,0.003311,01020304050607080900,58,
3dporntoon.com,0.004562,01020304050607080900,58,
025vslo7kf.com,0.002436,01020304050607080900,58,
citytistics.com,0.002609,01020304050607080900,58,
yxfh88.com,0.002596,01020304050607080900,58,
1687580.com,0.002595,01020304050607080900,58,
super36501.com,0.002585,01020304050607080900,58,
yetianlian.org,0.002481,01020304050607080900,58,
kompletlywyred.com,0.003116,01020304050607080900,58,
nursingoutlook.org,0.002527,01020304050607080900,58,
glomu.ru,0.002624,01020304050607080900,58,
jadedynasty.online,0.002868,01020304050607080900,58,
coinsbaron.com,0.002421,01020304050607080900,58,
liudatxt.org,0.002462,01020304050607080900,58,
jfas.org,0.002423,01020304050607080900,58,
instaavm.com,0.002584,01020304050607080900,58,
shangtutuba.com,0.002475,01020304050607080900,58,
3237.com,0.002404,01020304050607080900,58,
onlinejcf.com,0.002505,01020304050607080900,58,
nudeteenboys.net,0.002686,01020304050607080900,58,
mappa.co.jp,0.002495,01020304050607080900,58,
imgaws.com,0.002992,01020304050607080900,58,
nextmovi.com,0.002504,01020304050607080900,58,
porncamp.net,0.004087,01020304050607080900,58,
pussypics.one,0.002539,01020304050607080900,58,
jscertificationcdn.com,0.00266,01020304050607080900,58,
x-tube.site,0.002758,01020304050607080900,58,
eroanimejk.com,0.002506,01020304050607080900,58,
pervie.ru,0.002652,01020304050607080900,58,
modafinilprovgl.com,0.002593,01020304050607080900,58,
porn18.cc,0.002458,01020304050607080900,58,
domdom.stream,0.00247,01020304050607080900,58,
casinoreview.com.tw,0.002609,01020304050607080900,58,
teensloveporn.com,0.002649,01020304050607080900,58,
animekun.ru,0.003592,01020304050607080900,58,
xsbiquge.co,0.004303,01020304050607080900,58,
soard.org,0.002846,01020304050607080900,58,
retailops.com,0.002671,01020304050607080900,58,
tlc.org.tw,0.002434,01020304050607080900,58,
sogo.com.my,0.004037,01020304050607080900,58,
thethsdnadagvx.com,0.002553,01020304050607080900,58,
taftw.org.tw,0.002459,01020304050607080900,58,
javwhores.mobi,0.003338,01020304050607080900,58,
teenpussypicture.com,0.002604,01020304050607080900,58,
9yma.net,0.002619,01020304050607080900,58,
lsnjrkyibhp.com,0.002461,01020304050607080900,58,
mirdc.org.tw,0.002558,01020304050607080900,58,
8d4heg.com,0.002824,01020304050607080900,58,
gamesonclearance.com,0.00291,01020304050607080900,58,
gifsiji.com,0.004456,01020304050607080900,58,
pagepersonnel.nl,0.0025,01020304050607080900,58,
rileblog.com,0.002543,01020304050607080900,58,
freecnmove.com,0.002411,01020304050607080900,58,
payhere.lk,0.0025,01020304050607080900,58,
videoasiantube.com,0.002575,01020304050607080900,58,
japanesebase.com,0.002499,01020304050607080900,58,
avaapiweb.com,0.002438,01020304050607080900,58,
anime-l-comic.com,0.002619,01020304050607080900,58,
pharmnews.com,0.002546,01020304050607080900,58,
h-gpro.com,0.003185,01020304050607080900,58,
nsc.gov.tw,0.00266,01020304050607080900,58,
asahi-shuzo.co.jp,0.002794,01020304050607080900,58,
1252a.xyz,0.002423,01020304050607080900,58,
rg168.tw,0.00256,01020304050607080900,58,
123movie.gs,0.004508,01020304050607080900,58,
8g.cm,0.002534,01020304050607080900,58,
imgs.wiki,0.002662,01020304050607080900,58,
animalbehaviorsociety.org,0.002743,01020304050607080900,58,
tha168.com,0.003231,01020304050607080900,58,
artificialaiming.net,0.002808,01020304050607080900,58,
javcdn.vip,0.002482,01020304050607080900,58,
muziang.com,0.002486,01020304050607080900,58,
allvapesonline.com,0.00259,01020304050607080900,58,
pornfeel.com,0.002608,01020304050607080900,58,
kmt.org.tw,0.004171,01020304050607080900,58,
lushsafariclub.com,0.002701,01020304050607080900,58,
sexgayvids.com,0.002552,01020304050607080900,58,
yourfirstfunnelchallenge.com,0.002588,01020304050607080900,58,
mature4porn.com,0.002749,01020304050607080900,58,
pornmature.cc,0.002536,01020304050607080900,58,
us.kg,0.002448,01020304050607080900,58,
sat-extreme.pl,0.002758,01020304050607080900,58,
iot.gov.tw,0.002502,01020304050607080900,58,
new777.vip,0.002641,01020304050607080900,58,
asianfreep.com,0.00248,01020304050607080900,58,
nthcc.gov.tw,0.002702,01020304050607080900,58,
pnbjlb.com,0.002467,01020304050607080900,58,
liquidfire.mobi,0.002567,01020304050607080900,58,
91porn.best,0.002429,01020304050607080900,58,
bitunix.com,0.002385,01020304050607080900,58,
footube.us,0.002457,01020304050607080900,58,
bty6137.com,0.003182,01020304050607080900,58,
iqq5.xyz,0.002758,01020304050607080900,58,
sagernet.org,0.004365,01020304050607080900,58,
simplyhired.es,0.002505,01020304050607080900,58,
yingav20.com,0.002641,01020304050607080900,58,
scriptmafia.org,0.002584,01020304050607080900,58,
boollox.com,0.00339,01020304050607080900,58,
greengrants.org,0.00286,01020304050607080900,58,
nshkedu.com,0.002393,01020304050607080900,58,
xxx-cartoonpic.com,0.002458,01020304050607080900,58,
porn3d.me,0.002548,01020304050607080900,58,
nwxs20.com,0.002634,01020304050607080900,58,
freedominfo.org,0.002929,01020304050607080900,58,
mtexintltd.com,0.003066,01020304050607080900,58,
montanaowners.com,0.002583,01020304050607080900,58,
anal.photos,0.002569,01020304050607080900,58,
nu-jc.com,0.00245,01020304050607080900,58,
jmig.org,0.002716,01020304050607080900,58,
cwwyan.com,0.004304,01020304050607080900,58,
remedybible.com,0.002573,01020304050607080900,58,
sexual-teens.com,0.003309,01020304050607080900,58,
ioshow.com,0.002891,01020304050607080900,58,
asrockind.com,0.002817,01020304050607080900,58,
h-walker.net,0.003401,01020304050607080900,58,
card-shinsa.com,0.002581,01020304050607080900,58,
pornindo.net,0.002499,01020304050607080900,58,
444aar.com,0.002635,01020304050607080900,58,
5u.bet,0.002631,01020304050607080900,58,
premiosnutrisenior.com,0.002884,01020304050607080900,58,
5abet888.com,0.002555,01020304050607080900,58,
fengchi.space,0.002605,01020304050607080900,58,
grwpoiujung.xyz,0.002464,01020304050607080900,58,
hhbet222.com,0.002378,01020304050607080900,58,
hhbet777.com,0.004286,01020304050607080900,58,
hhbet999.com,0.002431,01020304050607080900,58,
jesv.xyz,0.002428,01020304050607080900,58,
pggame2.com,0.002332,01020304050607080900,58,
ralphlaurenfragrances.com,0.002439,01020304050607080900,58,
zdh0.com,0.002619,01020304050607080900,58,
tizi888.cc,0.00237,01020304050607080900,58,
javstreams.mobi,0.002566,01020304050607080900,58,
robotics247.com,0.002563,01020304050607080900,58,
58sdkfslkfs.com,0.003765,01020304050607080900,58,
all-voyeur.net,0.002586,01020304050607080900,58,
bestpornfilmz.com,0.003962,01020304050607080900,58,
dp2306g.cc,0.002956,01020304050607080900,58,
e2303s.work,0.003255,01020304050607080900,58,
eromirus.com,0.002444,01020304050607080900,58,
hqav.net,0.002556,01020304050607080900,58,
kxkmh2.com,0.00255,01020304050607080900,58,
sixacg.com,0.002623,01020304050607080900,58,
videoclubusa.com,0.002653,01020304050607080900,58,
meridianbioscience.com,0.003194,01020304050607080900,58,
1p0rn.com,0.002539,01020304050607080900,58,
416477.com,0.002572,01020304050607080900,58,
4kxxxvideo.cc,0.002569,01020304050607080900,58,
78now.net,0.002352,01020304050607080900,58,
7sboy.com,0.002454,01020304050607080900,58,
airco-webwinkel.nl,0.002838,01020304050607080900,58,
amazonshop.guru,0.002506,01020304050607080900,58,
appli-me.com,0.002659,01020304050607080900,58,
appseeks.com,0.002468,01020304050607080900,58,
awartisan.es,0.002646,01020304050607080900,58,
babeporn.pics,0.002459,01020304050607080900,58,
betermondo.com,0.002506,01020304050607080900,58,
bigboobs.gallery,0.002415,01020304050607080900,58,
breezesim.com,0.002532,01020304050607080900,58,
cacheteapps.xyz,0.002567,01020304050607080900,58,
celebritasty.com,0.00287,01020304050607080900,58,
cloudxxxvideos.com,0.002604,01020304050607080900,58,
cordon-blue.com,0.002558,01020304050607080900,58,
deonatulle.com,0.002628,01020304050607080900,58,
digitalcast.jp,0.002579,01020304050607080900,58,
dn694.com,0.002605,01020304050607080900,58,
dxbeppin-r.com,0.002686,01020304050607080900,58,
erodoganomori.net,0.002698,01020304050607080900,58,
ewysmaz.pl,0.002622,01020304050607080900,58,
figaxxx.com,0.003724,01020304050607080900,58,
firstclass-osaka.net,0.002895,01020304050607080900,58,
fitness.org.tw,0.002661,01020304050607080900,58,
flowerknows.jp,0.002687,01020304050607080900,58,
forumtutkusu.com,0.002862,01020304050607080900,58,
freejavbt.xyz,0.00252,01020304050607080900,58,
fy.org.tw,0.002452,01020304050607080900,58,
geekanime.xyz,0.002646,01020304050607080900,58,
h25service.com,0.002579,01020304050607080900,58,
h8.com.tw,0.002432,01020304050607080900,58,
hipup.net,0.002691,01020304050607080900,58,
hair-lee.com,0.002521,01020304050607080900,58,
itsa.org.tw,0.002472,01020304050607080900,58,
javhuge.com,0.003544,01020304050607080900,58,
javqq.live,0.003835,01020304050607080900,58,
joeyyaponline.com,0.002615,01020304050607080900,58,
jprevo.com,0.002925,01020304050607080900,58,
kards.com,0.002782,01020304050607080900,58,
kijyouimania.com,0.003528,01020304050607080900,58,
koukyuderi.jp,0.00432,01020304050607080900,58,
lootiu.com,0.002726,01020304050607080900,58,
loto4d.com,0.002612,01020304050607080900,58,
manga1.jp,0.003474,01020304050607080900,58,
n2.org.tw,0.003196,01020304050607080900,58,
newxxxvideo.info,0.004457,01020304050607080900,58,
nishikawaguchi-doinran.com,0.002595,01020304050607080900,58,
nudists-pics.org,0.002505,01020304050607080900,58,
okpornotube.cc,0.002539,01020304050607080900,58,
onlineengineeringdegree.org,0.002498,01020304050607080900,58,
orcsoft.jp,0.002765,01020304050607080900,58,
osbs7.com,0.002372,01020304050607080900,58,
otakara-nude.com,0.002593,01020304050607080900,58,
panchiragazo.com,0.003803,01020304050607080900,58,
peliculaspornosonline.com,0.003563,01020304050607080900,58,
pettalk.tw,0.002643,01020304050607080900,58,
photojoy.jp,0.00279,01020304050607080900,58,
playthroneandliberty.com,0.002484,01020304050607080900,58,
pornvideos360.cc,0.004165,01020304050607080900,58,
pornvideoxxx.cc,0.003369,01020304050607080900,58,
pp2.info,0.002446,01020304050607080900,58,
qsha.gov.al,0.002776,01020304050607080900,58,
rajkotmirrornews.com,0.003964,01020304050607080900,58,
r18hd.com,0.002464,01020304050607080900,58,
senzuri.biz,0.002638,01020304050607080900,58,
sportnews.hr,0.002413,01020304050607080900,58,
survey.gov.il,0.004968,01020304050607080900,58,
tcsec.org.tw,0.002588,01020304050607080900,58,
ticket-comic.jp,0.002427,01020304050607080900,58,
toff.org.tw,0.003299,01020304050607080900,58,
ts775.com.tw,0.003197,01020304050607080900,58,
twinkl.de,0.00278,01020304050607080900,58,
tp-e.jp,0.002906,01020304050607080900,58,
xn--18-3qi3cza1ivb9c.net,0.002768,01020304050607080900,58,
xxxchina.net,0.002453,01020304050607080900,58,
xxxmovies24.org,0.00244,01020304050607080900,58,
xxxporn360.cc,0.002428,01020304050607080900,58,
xyuzhaiwu5.com,0.002983,01020304050607080900,58,
yymh.la,0.002437,01020304050607080900,58,
jerkxvxx.com,0.002483,01020304050607080900,58,
yourxxxvideo.cc,0.003235,01020304050607080900,58,
ordosd.com,0.002567,01020304050607080900,58,
usesless.com,0.002492,01020304050607080900,58,
poze.monster,0.002407,01020304050607080900,58,
xxxhub.one,0.0027,01020304050607080900,58,
goldenpin.org.tw,0.002752,01020304050607080900,58,
theisraelproject.org,0.003083,01020304050607080900,58,
apptianwangxing.com,0.004318,01020304050607080900,58,
33man.jp,0.002516,01020304050607080900,58,
ntbca.gov.tw,0.00242,01020304050607080900,58,
moreusers.info,0.003068,01020304050607080900,58,
ftc.gov.tw,0.00265,01020304050607080900,58,
zviagraols.com,0.002642,01020304050607080900,58,
matsu.gov.tw,0.002745,01020304050607080900,58,
xsus.wiki,0.002412,01020304050607080900,58,
gig.sex,0.00256,01020304050607080900,58,
cadlinecommunity.co.uk,0.002508,01020304050607080900,58,
manifoldtimes.com,0.002485,01020304050607080900,58,
123caches.re,0.00256,01020304050607080900,58,
liliav.com,0.002551,01020304050607080900,58,
injuryjournal.com,0.003318,01020304050607080900,58,
btbtt13.com,0.004189,01020304050607080900,58,
jgrbet.com,0.002543,01020304050607080900,58,
tubepornbase.com,0.002455,01020304050607080900,58,
yumatu.net,0.002474,01020304050607080900,58,
fantasyfactory.xyz,0.002499,01020304050607080900,58,
homeporntuber.com,0.00284,01020304050607080900,58,
wanbenh.com,0.002431,01020304050607080900,58,
basketballstore.net,0.003703,01020304050607080900,58,
69re.net,0.002614,01020304050607080900,58,
lou78.info,0.003512,01020304050607080900,58,
porntubeing.com,0.002742,01020304050607080900,58,
qqmhh.com,0.003421,01020304050607080900,58,
105666444.com,0.002479,01020304050607080900,58,
hanidoll.jp,0.002622,01020304050607080900,58,
fair.xyz,0.002493,01020304050607080900,58,
7pornmovies.com,0.002442,01020304050607080900,58,
nyaal.com,0.00268,01020304050607080900,58,
c3.kz,0.002718,01020304050607080900,58,
cialllis.com,0.002617,01020304050607080900,58,
bltweb.jp,0.002528,01020304050607080900,58,
myorientalp.com,0.002512,01020304050607080900,58,
qudushu.org,0.00277,01020304050607080900,58,
quantumlah.org,0.002536,01020304050607080900,58,
cdrecycler.com,0.003134,01020304050607080900,58,
yibifu3.cc,0.002561,01020304050607080900,58,
awesomefamilyevents.com,0.002515,01020304050607080900,58,
aaasfjyt.com,0.002443,01020304050607080900,58,
healingtouchprogram.com,0.002595,01020304050607080900,58,
tomodachinpo.mobi,0.002751,01020304050607080900,58,
poker1000.com,0.003148,01020304050607080900,58,
koreansex.tv,0.003356,01020304050607080900,58,
007idc.cn,0.003284,01020304050607080900,58,
tfrin.gov.tw,0.004267,01020304050607080900,58,
befbet.com,0.003033,01020304050607080900,58,
todoist.help,0.003269,01020304050607080900,58,
wtbid204.top,0.002778,01020304050607080900,58,
ongsono.com,0.002974,01020304050607080900,58,
porn-hat.com,0.002419,01020304050607080900,58,
blockchaingamealliance.org,0.003241,01020304050607080900,58,
green-pass168.com,0.003066,01020304050607080900,58,
mc-api.net,0.002546,01020304050607080900,58,
ero-tushin.com,0.004164,01020304050607080900,58,
ieatpe.org.tw,0.003411,01020304050607080900,58,
idolypride.jp,0.002377,01020304050607080900,58,
cetusnews.com,0.003064,01020304050607080900,58,
enovationcontrols.com,0.00251,01020304050607080900,58,
bibvip6.com,0.002625,01020304050607080900,58,
ninkimanga.com,0.004852,01020304050607080900,58,
freexswa.com,0.003127,01020304050607080900,58,
machin3.io,0.003872,01020304050607080900,58,
lesbiskporr.monster,0.002618,01020304050607080900,58,
www532kj.com,0.002405,01020304050607080900,58,
heart-rate168.com,0.002465,01020304050607080900,58,
pgvip3.com,0.002633,01020304050607080900,58,
eastmanguitars.com,0.002696,01020304050607080900,58,
ikuikula.xyz,0.002579,01020304050607080900,58,
chatting.page,0.002622,01020304050607080900,58,
myasiansp.com,0.003392,01020304050607080900,58,
