sni,delta,payload,ttl,ip_flags
chance.org.tw,0.002588,01020304050607080900,58,
chance-shinjuku.jp,0.002582,01020304050607080900,58,
charisma-house.com,0.00277,01020304050607080900,58,
chfd.gov.tw,0.002604,01020304050607080900,58,
chichinoya.com,0.002646,01020304050607080900,58,
chichikoutei.com,0.002341,01020304050607080900,58,
chojiro.jp,0.002401,01020304050607080900,58,
chiramise-girls.com,0.003305,01020304050607080900,58,
class-a.jp,0.002503,01020304050607080900,58,
classicvintageporn.name,0.004258,01020304050607080900,58,
club-151a.com,0.002765,01020304050607080900,58,
club-mars.jp,0.002561,01020304050607080900,58,
club-valentine.com,0.003041,01020304050607080900,58,
cool-manga.com,0.002575,01020304050607080900,58,
cop10-origami.com,0.003194,01020304050607080900,58,
cosppi.net,0.002558,01020304050607080900,58,
cp.gov.tw,0.002303,01020304050607080900,58,
cranq.jp,0.002631,01020304050607080900,58,
cshm.org.tw,0.002783,01020304050607080900,58,
cthyh.org.tw,0.00254,01020304050607080900,58,
ctv18.pro,0.002855,01020304050607080900,58,
cuteasians.co,0.002595,01020304050607080900,58,
cutenewhalfshemale.com,0.002795,01020304050607080900,58,
dafanba.org,0.002543,01020304050607080900,58,
damtv.net,0.004383,01020304050607080900,58,
dargon95.com,0.002555,01020304050607080900,58,
dasaism.com,0.002393,01020304050607080900,58,
daviya.co.kr,0.003899,01020304050607080900,58,
deaitime.xyz,0.00267,01020304050607080900,58,
deeps.net,0.002395,01020304050607080900,58,
delicious-fruit.com,0.002507,01020304050607080900,58,
desi-fuck.com,0.0042,01020304050607080900,58,
dezoitokjoias.com.br,0.002703,01020304050607080900,58,
dict.asia,0.002609,01020304050607080900,58,
ditnhau.tv,0.002602,01020304050607080900,58,
donodoapp.com,0.002541,01020304050607080900,58,
dorei.biz,0.002558,01020304050607080900,58,
dougle.one,0.003337,01020304050607080900,58,
dougajyanjyan.com,0.002629,01020304050607080900,58,
donjuan.jp,0.002631,01020304050607080900,58,
dregenbogen.com,0.002672,01020304050607080900,58,
dramafromkorea.com,0.00404,01020304050607080900,58,
du0.jp,0.00259,01020304050607080900,58,
dudu-sex.com,0.002759,01020304050607080900,58,
dvdrev.com,0.003274,01020304050607080900,58,
e-smokey.nl,0.00246,01020304050607080900,58,
e7c.net,0.002676,01020304050607080900,58,
earthly-p.com,0.002827,01020304050607080900,58,
ebisu-fridaynight.com,0.005015,01020304050607080900,58,
ecchi-island.com,0.002554,01020304050607080900,58,
eg93.co,0.003701,01020304050607080900,58,
egbbsjp.com,0.002795,01020304050607080900,58,
egyporn.mobi,0.004416,01020304050607080900,58,
ekolojik.org,0.002512,01020304050607080900,58,
electron-comic.com,0.002629,01020304050607080900,58,
elmoudjahid.dz,0.002819,01020304050607080900,58,
emixbet.com,0.002597,01020304050607080900,58,
entnavi.com,0.002809,01020304050607080900,58,
epi-selection.com,0.002482,01020304050607080900,58,
epilogue-gakuen.com,0.003114,01020304050607080900,58,
episodegenerator.com,0.002455,01020304050607080900,58,
episodesex.org,0.002432,01020304050607080900,58,
ero-mmd.com,0.002509,01020304050607080900,58,
ero-taikendan.net,0.002608,01020304050607080900,58,
ero90.com,0.002471,01020304050607080900,58,
erodouga-onaking.com,0.002388,01020304050607080900,58,
erodouga-beam.com,0.003335,01020304050607080900,58,
erodouga-s.com,0.002679,01020304050607080900,58,
erodougamania.info,0.003071,01020304050607080900,58,
eroero.one,0.002467,01020304050607080900,58,
eroerodouga.info,0.002531,01020304050607080900,58,
erohub-dvd.com,0.002396,01020304050607080900,58,
erogif-eden.com,0.002484,01020304050607080900,58,
eroio.net,0.002399,01020304050607080900,58,
eromanga-mania.com,0.002401,01020304050607080900,58,
erokin.com,0.003655,01020304050607080900,58,
eroist.site,0.002519,01020304050607080900,58,
eromangastyle.com,0.002434,01020304050607080900,58,
erotaiken.net,0.002681,01020304050607080900,58,
erotok.com,0.002503,01020304050607080900,58,
erobanach.com,0.002452,01020304050607080900,58,
eurogirlescort.it,0.002532,01020304050607080900,58,
eurogirlsescort.es,0.00257,01020304050607080900,58,
ezchance.com.tw,0.002463,01020304050607080900,58,
euautodily.cz,0.002361,01020304050607080900,58,
famico.jp,0.002535,01020304050607080900,58,
faphdxxx.cc,0.002547,01020304050607080900,58,
faphdporn.com,0.002431,01020304050607080900,58,
faphdporn.cc,0.003282,01020304050607080900,58,
fapxxx.cc,0.002557,01020304050607080900,58,
fapxxxvideo.cc,0.002856,01020304050607080900,58,
fellatio.gallery,0.002528,01020304050607080900,58,
fetishizm.com,0.002453,01020304050607080900,58,
feitsui.gov.tw,0.002835,01020304050607080900,58,
fishpttgo.com,0.002614,01020304050607080900,58,
fnp.gov.tw,0.00241,01020304050607080900,58,
fortune-girl.com,0.002614,01020304050607080900,58,
france.jp,0.002596,01020304050607080900,58,
free-you-porn.com,0.002422,01020304050607080900,58,
freehindisex.cc,0.002708,01020304050607080900,58,
freeindiansex.cc,0.002352,01020304050607080900,58,
freepornogo.cc,0.002418,01020304050607080900,58,
freepornovideo.cc,0.002442,01020304050607080900,58,
freexxxhunter.cc,0.002605,01020304050607080900,58,
freexxxtv.cc,0.002389,01020304050607080900,58,
fuckingasian.org,0.002493,01020304050607080900,58,
fudol.tv,0.002775,01020304050607080900,58,
fukuoka-fa.com,0.002435,01020304050607080900,58,
fullpornovideos.cc,0.002526,01020304050607080900,58,
fullpornvideos.cc,0.002769,01020304050607080900,58,
fullpornvideo.cc,0.00264,01020304050607080900,58,
fullsextube.cc,0.002622,01020304050607080900,58,
fuwenwu.me,0.002547,01020304050607080900,58,
gagarine-japan.com,0.002349,01020304050607080900,58,
gaildet.vip,0.002449,01020304050607080900,58,
gammal.tech,0.003374,01020304050607080900,58,
gamoblog.net,0.002687,01020304050607080900,58,
gandau.gov.tw,0.003263,01020304050607080900,58,
gaypad.net,0.002468,01020304050607080900,58,
gcolle.xyz,0.002603,01020304050607080900,58,
gcrest.store,0.002602,01020304050607080900,58,
genniji2.com,0.002454,01020304050607080900,58,
getyourguide.fi,0.00255,01020304050607080900,58,
ggpds.com,0.002582,01020304050607080900,58,
ginmoe.com,0.002666,01020304050607080900,58,
girls-h-comics.com,0.004156,01020304050607080900,58,
gokujou.tv,0.002457,01020304050607080900,58,
goldenclub.jp,0.003351,01020304050607080900,58,
goldpornvideo.cc,0.002581,01020304050607080900,58,
goldpornvideos.cc,0.003673,01020304050607080900,58,
goodxxxvideo.cc,0.0024,01020304050607080900,58,
gossip-lab.com,0.002513,01020304050607080900,58,
gotbb.jp,0.003094,01020304050607080900,58,
gramov.com,0.002405,01020304050607080900,58,
gujarati.icu,0.002761,01020304050607080900,58,
gujaratiporn.cyou,0.00247,01020304050607080900,58,
gujarativideos.link,0.002829,01020304050607080900,58,
gundammodelcenter.com,0.002393,01020304050607080900,58,
h-ero-game.com,0.002383,01020304050607080900,58,
h-hinkaku.com,0.002688,01020304050607080900,58,
h-milf.net,0.002433,01020304050607080900,58,
h-matome.info,0.002391,01020304050607080900,58,
h-sextaiken.org,0.002555,01020304050607080900,58,
hairlie.jp,0.002526,01020304050607080900,58,
ham-bebe.ro,0.002681,01020304050607080900,58,
hana2kai.com,0.002498,01020304050607080900,58,
hanamanga.com,0.002479,01020304050607080900,58,
hananude.com,0.002523,01020304050607080900,58,
harineta.com,0.002754,01020304050607080900,58,
hassidout.org,0.002699,01020304050607080900,58,
hayjav.net,0.002514,01020304050607080900,58,
hcml.gov.tw,0.002413,01020304050607080900,58,
hdporndig.cc,0.002686,01020304050607080900,58,
hdpornbaze.cc,0.002643,01020304050607080900,58,
hdpornovideo.cc,0.002702,01020304050607080900,58,
hdpornovideos.cc,0.002798,01020304050607080900,58,
hdpornmovies.cc,0.002926,01020304050607080900,58,
hdsexgo.cc,0.002701,01020304050607080900,58,
hdxxxgo.cc,0.002432,01020304050607080900,58,
hdxxxtv.cc,0.002441,01020304050607080900,58,
hdxxxtube.cc,0.002745,01020304050607080900,58,
hdxxxvideos.cc,0.003156,01020304050607080900,58,
hashminer.pro,0.002881,01020304050607080900,58,
hellokpop.site,0.002445,01020304050607080900,58,
hdporngo.cc,0.002582,01020304050607080900,58,
helpfulinfo-byrc.com,0.00241,01020304050607080900,58,
hentaifox.xxx,0.00245,01020304050607080900,58,
hentaigamer.cc,0.002505,01020304050607080900,58,
hentaiz.cam,0.004113,01020304050607080900,58,
heotv.pro,0.002752,01020304050607080900,58,
hg-deli.com,0.003668,01020304050607080900,58,
hibiki-law.or.jp,0.002537,01020304050607080900,58,
hima-game.com,0.002593,01020304050607080900,58,
himitu.net,0.002541,01020304050607080900,58,
himitu.org,0.002444,01020304050607080900,58,
honeylovedoll.com,0.002467,01020304050607080900,58,
horoscopetruth.com,0.002514,01020304050607080900,58,
horror-panic-manga.tokyo,0.002453,01020304050607080900,58,
hot-point.co.jp,0.00247,01020304050607080900,58,
hotnudegirls.org,0.002691,01020304050607080900,58,
hotporn365.cc,0.002784,01020304050607080900,58,
hotsexvideo.cc,0.00254,01020304050607080900,58,
hpb.gov.tw,0.002542,01020304050607080900,58,
hpg-kobe.jp,0.002454,01020304050607080900,58,
hqpornovideos.cc,0.002443,01020304050607080900,58,
hqpornovideo.cc,0.002428,01020304050607080900,58,
hqpornotube.cc,0.002471,01020304050607080900,58,
hqpornvideo.cc,0.002435,01020304050607080900,58,
hqporntube.cc,0.002523,01020304050607080900,58,
hqsexvideo.cc,0.002646,01020304050607080900,58,
hqxxxvideo.cc,0.003254,01020304050607080900,58,
htaiken.org,0.004067,01020304050607080900,58,
i-one-net.com,0.002483,01020304050607080900,58,
i8my.site,0.00262,01020304050607080900,58,
ibbcp.io,0.004468,01020304050607080900,58,
idol-gakuen.jp,0.002647,01020304050607080900,58,
idolsenka.net,0.003732,01020304050607080900,58,
ikehikoshop.jp,0.00291,01020304050607080900,58,
idol-pic.com,0.002382,01020304050607080900,58,
indian-porn.club,0.002584,01020304050607080900,58,
indiansex247.cc,0.00254,01020304050607080900,58,
indm88.com,0.003534,01020304050607080900,58,
inupon.net,0.002516,01020304050607080900,58,
iporntv.dev,0.004734,01020304050607080900,58,
irocore.com,0.00242,01020304050607080900,58,
jable.pics,0.002437,01020304050607080900,58,
japantube.video,0.002631,01020304050607080900,58,
jav.band,0.002473,01020304050607080900,58,
jav.cash,0.002574,01020304050607080900,58,
jav.makeup,0.002566,01020304050607080900,58,
jav6.net,0.002579,01020304050607080900,58,
javcard.com,0.002756,01020304050607080900,58,
javeve.tv,0.002611,01020304050607080900,58,
javhd.vip,0.002729,01020304050607080900,58,
javpics.one,0.00249,01020304050607080900,58,
javporn.one,0.00246,01020304050607080900,58,
javpornsub.com,0.002621,01020304050607080900,58,
javporn.video,0.002674,01020304050607080900,58,
javprime.net,0.002489,01020304050607080900,58,
javvideos.porn,0.002703,01020304050607080900,58,
javporn.pics,0.002613,01020304050607080900,58,
jf680.net,0.002391,01020304050607080900,58,
jjgirls.me,0.002639,01020304050607080900,58,
jk-akiba.jp,0.002593,01020304050607080900,58,
jogejapan.com,0.002507,01020304050607080900,58,
jordanislamicbank.com,0.002735,01020304050607080900,58,
jp-foot.net,0.002615,01020304050607080900,58,
jp-loveless.com,0.002816,01020304050607080900,58,
jpraw.xyz,0.002619,01020304050607080900,58,
jpxxx.org,0.002409,01020304050607080900,58,
jraws.net,0.002436,01020304050607080900,58,
jsjcch.com,0.002634,01020304050607080900,58,
jukujo-fuzoku-joho.com,0.00305,01020304050607080900,58,
jukujo-souhonten.com,0.002574,01020304050607080900,58,
jpavz.net,0.002972,01020304050607080900,58,
justporntube.cc,0.002497,01020304050607080900,58,
justpornvideos.cc,0.002603,01020304050607080900,58,
justxxxvideo.cc,0.00422,01020304050607080900,58,
jyukujyo50.com,0.002592,01020304050607080900,58,
kabamsupport.com,0.002399,01020304050607080900,58,
kamata-saisyuusyou.com,0.002469,01020304050607080900,58,
kane0312.com,0.003271,01020304050607080900,58,
kidit-tsn.org.tw,0.002325,01020304050607080900,58,
kijyomatome-ch.com,0.004029,01020304050607080900,58,
kikoushi.jp,0.002721,01020304050607080900,58,
king16888.com,0.002719,01020304050607080900,58,
kingsfortunes.net,0.002381,01020304050607080900,58,
kinpeibai-kawasaki.com,0.002315,01020304050607080900,58,
kissdiamond.net,0.002467,01020304050607080900,58,
kixdutyfree.jp,0.002762,01020304050607080900,58,
kkc3.com,0.002493,01020304050607080900,58,
klcba.gov.tw,0.002467,01020304050607080900,58,
kma.gov.tw,0.002471,01020304050607080900,58,
kmsh.gov.tw,0.00316,01020304050607080900,58,
kmtth.org.tw,0.002386,01020304050607080900,58,
koi-memo.com,0.002474,01020304050607080900,58,
kokuhakutaiken.com,0.002538,01020304050607080900,58,
kostisjewellery.com,0.002682,01020304050607080900,58,
koufuku-eki.com,0.002375,01020304050607080900,58,
kuroneko0920.com,0.002434,01020304050607080900,58,
kyonyutube.net,0.002456,01020304050607080900,58,
kyosui.net,0.00263,01020304050607080900,58,
lady5.jp,0.003386,01020304050607080900,58,
lavieen-lose.co.jp,0.004395,01020304050607080900,58,
lelabofragrances.jp,0.003283,01020304050607080900,58,
lib.kanazawa.ishikawa.jp,0.002551,01020304050607080900,58,
libe-tokyo.com,0.004579,01020304050607080900,58,
like4d.com,0.0028,01020304050607080900,58,
line-emoji.com,0.002551,01020304050607080900,58,
lisca.ba,0.002547,01020304050607080900,58,
live173online.com,0.00427,01020304050607080900,58,
locanto.co.id,0.002756,01020304050607080900,58,
lolidouga.click,0.002381,01020304050607080900,58,
lolipan.info,0.00282,01020304050607080900,58,
lonto.top,0.002527,01020304050607080900,58,
lonto.tv,0.002794,01020304050607080900,58,
lonvl.com,0.002659,01020304050607080900,58,
lonvn.com,0.002476,01020304050607080900,58,
lori4610women.com,0.002537,01020304050607080900,58,
lottery.hk,0.002849,01020304050607080900,58,
loncc.net,0.002616,01020304050607080900,58,
love203-chanko.com,0.002655,01020304050607080900,58,
love2bbs.com,0.002521,01020304050607080900,58,
lovely-hand.net,0.004118,01020304050607080900,58,
lttc.org.tw,0.002513,01020304050607080900,58,
lucesbeautiful.com,0.002956,01020304050607080900,58,
luxury2006.jp,0.002495,01020304050607080900,58,
m88khv.com,0.002426,01020304050607080900,58,
machineryline.fr,0.002662,01020304050607080900,58,
machineryline.gr,0.00307,01020304050607080900,58,
magassur.com.tn,0.002605,01020304050607080900,58,
mahimahi.info,0.002675,01020304050607080900,58,
maidoerobooks.com,0.00243,01020304050607080900,58,
mainichibeer.jp,0.002599,01020304050607080900,58,
manga1001.in,0.002465,01020304050607080900,58,
manganista.net,0.002462,01020304050607080900,58,
mankewenxue.com,0.003342,01020304050607080900,58,
maps7.com,0.00254,01020304050607080900,58,
marupocha.com,0.002392,01020304050607080900,58,
masoson.com,0.002646,01020304050607080900,58,
matome-place.com,0.002706,01020304050607080900,58,
mdouga-kenkyuzyo.com,0.002838,01020304050607080900,58,
medisanshop.com,0.003396,01020304050607080900,58,
megaporntube.cc,0.002665,01020304050607080900,58,
megapornvideos.cc,0.002456,01020304050607080900,58,
megaxxx.cc,0.002469,01020304050607080900,58,
megaxxxvideo.cc,0.002361,01020304050607080900,58,
meguso.com,0.002596,01020304050607080900,58,
mei8888.com,0.00242,01020304050607080900,58,
mens3.com,0.00253,01020304050607080900,58,
menusenin.com,0.003117,01020304050607080900,58,
menutiga.com,0.002437,01020304050607080900,58,
merit-web.com,0.002556,01020304050607080900,58,
merumeru.co.kr,0.002879,01020304050607080900,58,
misko.gr,0.002685,01020304050607080900,58,
moclon.cc,0.002549,01020304050607080900,58,
moneyedu.org.tw,0.002578,01020304050607080900,58,
moon-doll.com,0.002541,01020304050607080900,58,
mochipuyo.com,0.002448,01020304050607080900,58,
more-para.com,0.002413,01020304050607080900,58,
moviehdkh.com,0.002548,01020304050607080900,58,
mozfigure.com,0.002708,01020304050607080900,58,
ms8kk.com,0.003128,01020304050607080900,58,
mspy.support,0.002885,01020304050607080900,58,
muchipoyo.com,0.002561,01020304050607080900,58,
musyuuseiland.com,0.002478,01020304050607080900,58,
mw00.com,0.002575,01020304050607080900,58,
mydogcum.com,0.002776,01020304050607080900,58,
mywife.jp,0.002728,01020304050607080900,58,
naki-blog.com,0.00251,01020304050607080900,58,
nanbahimitu.net,0.002541,01020304050607080900,58,
nar.jp,0.004647,01020304050607080900,58,
narupopo.com,0.002613,01020304050607080900,58,
natsuya-hair.com,0.002681,01020304050607080900,58,
naviya.net,0.002751,01020304050607080900,58,
new-3lunch.net,0.002375,01020304050607080900,58,
new-sky.jp,0.002442,01020304050607080900,58,
new161.com,0.00243,01020304050607080900,58,
newyork2.jp,0.002475,01020304050607080900,58,
nikurena.xyz,0.002593,01020304050607080900,58,
noritter.com,0.002459,01020304050607080900,58,
ntr-yakata.com,0.002427,01020304050607080900,58,
ntrworld.net,0.002463,01020304050607080900,58,
nunu1109.com,0.002443,01020304050607080900,58,
nurse.org.tw,0.002459,01020304050607080900,58,
odaibaxvideo.com,0.002966,01020304050607080900,58,
oh-oku.jp,0.002389,01020304050607080900,58,
oideyasugstyle.com,0.00246,01020304050607080900,58,
oideyasuedenr.com,0.002509,01020304050607080900,58,
okpornvideo.cc,0.002529,01020304050607080900,58,
okusama.org,0.002994,01020304050607080900,58,
okxxxvideo.cc,0.002834,01020304050607080900,58,
onaho.net,0.002647,01020304050607080900,58,
onakizoku.com,0.002493,01020304050607080900,58,
onlythx.com,0.0027,01020304050607080900,58,
originalclassic.com.my,0.002798,01020304050607080900,58,
osaka-banana.com,0.002447,01020304050607080900,58,
otakaravideo.com,0.002502,01020304050607080900,58,
otokogiya.com,0.002424,01020304050607080900,58,
otona-asobiba.jp,0.002407,01020304050607080900,58,
otonamuse.jp,0.002507,01020304050607080900,58,
oushitu.tokyo,0.002491,01020304050607080900,58,
pacolism.net,0.002948,01020304050607080900,58,
painter-ai.ai,0.002818,01020304050607080900,58,
pampi.jp,0.002725,01020304050607080900,58,
panchira-tube.com,0.002504,01020304050607080900,58,
panchira.tokyo,0.003271,01020304050607080900,58,
panda969.com,0.002459,01020304050607080900,58,
panty-love2.com,0.003598,01020304050607080900,58,
paon.site,0.002926,01020304050607080900,58,
panchira109.com,0.002415,01020304050607080900,58,
pakomanmama.com,0.002653,01020304050607080900,58,
pepe2222.com,0.002401,01020304050607080900,58,
phimhayhd.net,0.002651,01020304050607080900,58,
phimsexgay.tube,0.002537,01020304050607080900,58,
phimsexxxx.monster,0.002542,01020304050607080900,58,
phimtrantrui.com,0.002407,01020304050607080900,58,
picb2.com,0.002843,01020304050607080900,58,
pikkur.com,0.002856,01020304050607080900,58,
pinkpanfan.com,0.002563,01020304050607080900,58,
pityon.jp,0.002767,01020304050607080900,58,
pizapoteto.com,0.002599,01020304050607080900,58,
poopee-puke.com,0.003793,01020304050607080900,58,
popy.jp,0.002597,01020304050607080900,58,
pornogo.cc,0.002441,01020304050607080900,58,
pornogratis.cyou,0.002572,01020304050607080900,58,
pornotube8.cc,0.002452,01020304050607080900,58,
pornovideo8.cc,0.00256,01020304050607080900,58,
porntube8.cc,0.00273,01020304050607080900,58,
pornvideo8.cc,0.002589,01020304050607080900,58,
pornvideos24.com,0.0027,01020304050607080900,58,
pornvideos8.cc,0.002447,01020304050607080900,58,
pornvideosgo.cc,0.00328,01020304050607080900,58,
pornxx.cc,0.002628,01020304050607080900,58,
pornxxxporn.com,0.003988,01020304050607080900,58,
pornvintage.cc,0.002635,01020304050607080900,58,
premium2013.jp,0.002559,01020304050607080900,58,
president-house.com,0.002538,01020304050607080900,58,
princegolfresort.jp,0.003148,01020304050607080900,58,
proportion2009.jp,0.002842,01020304050607080900,58,
pt.org.tw,0.00286,01020304050607080900,58,
pururin.xxx,0.002572,01020304050607080900,58,
qmomo.com.tw,0.002577,01020304050607080900,58,
rank1-mrs.com,0.002491,01020304050607080900,58,
rare-jav.com,0.002518,01020304050607080900,58,
rawfree.me,0.002425,01020304050607080900,58,
rawmangaraw.com,0.002442,01020304050607080900,58,
raycia.jp,0.002428,01020304050607080900,58,
rbc.gov.il,0.002612,01020304050607080900,58,
real-story.com,0.002699,01020304050607080900,58,
realpeep-meister.com,0.002788,01020304050607080900,58,
removemosaic.com,0.004045,01020304050607080900,58,
retroporn.cc,0.002643,01020304050607080900,58,
roccpa.org.tw,0.002743,01020304050607080900,58,
romiohan.biz,0.003454,01020304050607080900,58,
rothen.jp,0.002958,01020304050607080900,58,
royaleaces.io,0.00262,01020304050607080900,58,
roshutu-shuuti.net,0.00354,01020304050607080900,58,
ryusyutsuzousan.jp,0.002566,01020304050607080900,58,
s-ai.net,0.002569,01020304050607080900,58,
sab888.net,0.00269,01020304050607080900,58,
saisyuusyou.com,0.003222,01020304050607080900,58,
seicil.com,0.002457,01020304050607080900,58,
seinaruyakata.jp,0.003182,01020304050607080900,58,
sex-xnxx-videos.com,0.002544,01020304050607080900,58,
sexauntyvideo.cc,0.002453,01020304050607080900,58,
sexgo.cc,0.002641,01020304050607080900,58,
sexhay69.mobi,0.00257,01020304050607080900,58,
sexngon.org,0.002485,01020304050607080900,58,
sexoxy.com,0.002556,01020304050607080900,58,
sextube8.cc,0.002528,01020304050607080900,58,
sexxxx.com,0.002487,01020304050607080900,58,
sexyindiafilms.com,0.002576,01020304050607080900,58,
sexytamilvideos.com,0.002509,01020304050607080900,58,
sexytvcap.com,0.002434,01020304050607080900,58,
shakinghip.com,0.002508,01020304050607080900,58,
shakkinduma.com,0.002456,01020304050607080900,58,
shh.org.tw,0.002746,01020304050607080900,58,
shigotoarimasu.com,0.002447,01020304050607080900,58,
shikolism.net,0.002737,01020304050607080900,58,
shinju-fujin.net,0.002465,01020304050607080900,58,
shirotolabo.com,0.002481,01020304050607080900,58,
shirotomaster.com,0.002591,01020304050607080900,58,
shitafeti.com,0.00259,01020304050607080900,58,
shittokuadult.net,0.002683,01020304050607080900,58,
shootch.com,0.002498,01020304050607080900,58,
shootingbar-ea.jp,0.002733,01020304050607080900,58,
showxnxx.com,0.002588,01020304050607080900,58,
shu3.net,0.002725,01020304050607080900,58,
siko2-miti.xyz,0.002845,01020304050607080900,58,
siluba.com,0.002452,01020304050607080900,58,
simozo.com,0.002955,01020304050607080900,58,
simtv1.com,0.002604,01020304050607080900,58,
sinlau.org.tw,0.00264,01020304050607080900,58,
sinsimmd.com,0.002507,01020304050607080900,58,
siru-max.com,0.002679,01020304050607080900,58,
smartphone-comic.com,0.002402,01020304050607080900,58,
sohuqq.net,0.002464,01020304050607080900,58,
sotv.tv,0.003427,01020304050607080900,58,
splash-tsuchiura.com,0.003115,01020304050607080900,58,
spvideo.net,0.002947,01020304050607080900,58,
squirtvideos.tv,0.002487,01020304050607080900,58,
srpskipornici.net,0.002382,01020304050607080900,58,
ssvip.co,0.002473,01020304050607080900,58,
st-okusama.jp,0.002807,01020304050607080900,58,
sugi69693.xyz,0.003283,01020304050607080900,58,
suiren.co.jp,0.002405,01020304050607080900,58,
sumahotv.com,0.002452,01020304050607080900,58,
supjav.one,0.002435,01020304050607080900,58,
taa-channel.com,0.002717,01020304050607080900,58,
taishurx.jp,0.004287,01020304050607080900,58,
tamarando.net,0.003752,01020304050607080900,58,
tamilsex24.cc,0.002558,01020304050607080900,58,
tccf.org.tw,0.002484,01020304050607080900,58,
teamskeettube.com,0.002562,01020304050607080900,58,
tedouraku.com,0.002355,01020304050607080900,58,
telugusexvideos.cc,0.002427,01020304050607080900,58,
tenhow.net,0.002351,01020304050607080900,58,
termux.xyz,0.002553,01020304050607080900,58,
thevoyeurmania.com,0.002524,01020304050607080900,58,
thudam88.com,0.005367,01020304050607080900,58,
tifer2.jp,0.002438,01020304050607080900,58,
thudamsex.com,0.002645,01020304050607080900,58,
thudamvip.com,0.002612,01020304050607080900,58,
tiny.com.hk,0.002539,01020304050607080900,58,
tipme.in.th,0.002608,01020304050607080900,58,
tk-celeb.jp,0.004111,01020304050607080900,58,
tmanh.org.tw,0.002389,01020304050607080900,58,
tmb66.com,0.002606,01020304050607080900,58,
tmbi-joho.com,0.00277,01020304050607080900,58,
tnpd.gov.tw,0.002686,01020304050607080900,58,
togenkyo-club.com,0.004076,01020304050607080900,58,
tokyo-tmbc.com,0.002503,01020304050607080900,58,
toppornvideo.cc,0.002539,01020304050607080900,58,
topsexvideo.cc,0.003116,01020304050607080900,58,
topxxxvideo.cc,0.002422,01020304050607080900,58,
tousatu1919.com,0.002611,01020304050607080900,58,
tsmh.org.tw,0.002483,01020304050607080900,58,
tuoiti.one,0.002487,01020304050607080900,58,
tvxnxx.pro,0.002425,01020304050607080900,58,
twavi.com,0.004118,01020304050607080900,58,
twedr.com,0.003285,01020304050607080900,58,
twinkl.fr,0.002486,01020304050607080900,58,
twinkl.jp,0.002422,01020304050607080900,58,
twinkl.kr,0.00249,01020304050607080900,58,
twlottery.in,0.002469,01020304050607080900,58,
tyvh.gov.tw,0.002677,01020304050607080900,58,
u31.info,0.002672,01020304050607080900,58,
ufa168p.com,0.002565,01020304050607080900,58,
umechan.net,0.002458,01020304050607080900,58,
umedahimitu.net,0.002425,01020304050607080900,58,
unde-si-cand.net,0.002608,01020304050607080900,58,
underworld.xyz,0.002538,01020304050607080900,58,
v2ph.ru,0.002625,01020304050607080900,58,
vans.com.tw,0.002417,01020304050607080900,58,
vintagepornmovies.org,0.00263,01020304050607080900,58,
vintagexxx.biz,0.002615,01020304050607080900,58,
vnok.net,0.002647,01020304050607080900,58,
vnxx.mobi,0.002709,01020304050607080900,58,
vod365.net,0.002676,01020304050607080900,58,
vrmoo.net,0.002547,01020304050607080900,58,
vscc.org.tw,0.00257,01020304050607080900,58,
w-hentai.com,0.002661,01020304050607080900,58,
w69bet.com,0.002514,01020304050607080900,58,
w88ml.com,0.002465,01020304050607080900,58,
weigong.org.tw,0.002767,01020304050607080900,58,
wife-board.net,0.002887,01020304050607080900,58,
wife-room.net,0.002496,01020304050607080900,58,
wuliushu.com,0.002608,01020304050607080900,58,
wuwumanhua.com,0.003732,01020304050607080900,58,
x0930.com,0.002606,01020304050607080900,58,
xamvn.club,0.002452,01020304050607080900,58,
xamxxx.com,0.002548,01020304050607080900,58,
xbooks.one,0.002507,01020304050607080900,58,
xcolle.com,0.002718,01020304050607080900,58,
wus888.com,0.002627,01020304050607080900,58,
xn--ick7bf1142a905dzoah89f.com,0.002476,01020304050607080900,58,
xmxx.me,0.003788,01020304050607080900,58,
xn--u9j5h1btf1ez99qnszei5c8ws.com,0.002774,01020304050607080900,58,
xvideos2.pro,0.002497,01020304050607080900,58,
xvideos4k.org,0.002509,01020304050607080900,58,
xvideos7.net,0.002648,01020304050607080900,58,
xxsexporn.com,0.002504,01020304050607080900,58,
xxx-porn-vip.com,0.002705,01020304050607080900,58,
xxx-sex-films.com,0.003961,01020304050607080900,58,
xxxbombo.com,0.00255,01020304050607080900,58,
xxxgo.cc,0.002534,01020304050607080900,58,
xxxjapanesepornvideos.com,0.00243,01020304050607080900,58,
xxxtamil.top,0.00277,01020304050607080900,58,
xxxvideo247.cc,0.002817,01020304050607080900,58,
xxxvideofun.cc,0.002533,01020304050607080900,58,
xxxvideogo.cc,0.002694,01020304050607080900,58,
xxxvideos8.cc,0.002483,01020304050607080900,58,
xxxvideosgo.cc,0.002609,01020304050607080900,58,
xxxxflix.com,0.002581,01020304050607080900,58,
xzone.to,0.002762,01020304050607080900,58,
y-erogazo.com,0.002482,01020304050607080900,58,
y-momo.jp,0.002398,01020304050607080900,58,
yamoon.bid,0.002458,01020304050607080900,58,
yashigo.com,0.002818,01020304050607080900,58,
yauyuism.com,0.002587,01020304050607080900,58,
yokohama-banana.com,0.002534,01020304050607080900,58,
yokohama-bbw.net,0.002413,01020304050607080900,58,
yokohama-sports.com,0.002854,01020304050607080900,58,
yourpornvideo.cc,0.002551,01020304050607080900,58,
